№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;ИНН;Адрес;Контакты;ФИО Руководителя
№ 0330100010521000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000001;Определение поставщика завершено;"Осуществление строительного контроля на объекте:""Капитальный ремонт моста через реку Ошта на км 119+714 автомобильнойдорогиА-215 Лодейное поле - Вытегра - Прокшино - Плесецк - Брин-Наволок,Вологодская область""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСКФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";22.01.2021;4 612 807,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010521000001;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПРОЕКТ""";1 - Победитель;3 464 679,34;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЛАХИТ""";2 - Второй номер;1 677 777,00;;;;;;
№ 0124300013021000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300013021000006;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиот ул. Доковская до ул. 263 Сивашской Дивизии г.Архангельска;"УПРАВЛЕНИЕ ЭКОНОМИКИ И ПРОГНОЗИРОВАНИЯ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПРИМОРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";21.01.2021;33 356 966,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300013021000006;"УПРАВЛЕНИЕ ПО ИНФРАСТРУКТУРНОМУ РАЗВИТИЮ И МУНИЦИПАЛЬНОМУ ХОЗЯЙСТВУ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПРИМОРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОМОРДОРСТРОЙ""";;33 190 181,56;15.08.2021;24.02.2021;2901243034;163002, ОБЛ АРХАНГЕЛЬСКАЯ 29, Г АРХАНГЕЛЬСК, УЛ ОКТЯБРЯТ, 33, ОФИС 309;7-8182-494142pomordorstroi@yandex.ru;
№ 0124300022121000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000013;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";20.01.2021;7 471 234,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300022121000013;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;;;;;;;;;;;
№ 0124300006421000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300006421000002;Определение поставщика завершено;Выделение специализированной техники для выполнения работ по содержанию автомобильныхдорогобщего пользования местного значения МО «Октябрьское» Устьянского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";20.01.2021;800 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300006421000002;"УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА И ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ МО ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Бардеев В. А.;;800 000,00;;;;;;
№ 0124300006421000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300006421000001;Определение поставщика завершено;Выделение специализированной техники для выполнения работ по содержанию автомобильныхдорогобщего пользования местного значения МО «Илезское» Устьянского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";20.01.2021;2 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300006421000001;"УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА И ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ МО ""УСТЬЯНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛЕЗА-ЛЕС""";1 - Победитель;1 800 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЛАГОВЕСТ""";2 - Второй номер;1 810 000,00;;;;;;
№ 32109901877;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109901877;Закупка завершена;Субподрядные работы по содержанию автомобильныхдороги сооружений на них в Котласском районеАрхангельскойобласти (автобусные остановки) (М);"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОТЛАССКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";19.01.2021;571 680,00 ₽;;;;;;;;;;;;;;
№ 32109901854;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109901854;Закупка завершена;Субподрядные работы по содержанию автомобильныхдороги сооружений на них в Вилегодском районеАрхангельскойобласти .;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОТЛАССКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";19.01.2021;2 586 206,10 ₽;;;;;;;;;;;;;;
№ 0124300022121000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000012;Определение поставщика завершено;Выполнение работ по содержанию (устройству) ледовых переправ;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";18.01.2021;78 654,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300022121000012;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;В течение десяти минут после начала проведения электронного аукциона ни один из его участников не подал предложение о цене контракта (ч.20 ст.68 44-ФЗ). По результатам рассмотрения вторых частей заявок принято решение о соответствии требованиям, установленным документацией об электронном аукционе, двух и более вторых частей заявок.;;Кокорин Д. Н.;1 - Победитель;78 654,40;26.04.2021;09.02.2021;Да;164605, Архангельская область, Пинежский район, д.Кушкопала, ул. Октябрьская, д. 20;7-921-6000041kokorinlev@mail.ru;
№ 0124300022121000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000011;Определение поставщика завершено;Выполнение работ по содержанию (устройству) ледовых переправ;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";18.01.2021;127 222,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300022121000011;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Водянников И. Н.;;127 222,00;26.04.2021;08.02.2021;Да;164650, Архангельская область, Пинежский район, п.Привокзальный, д.5, кв.6;7-921-0782879vodyannikova.nadezhda@yandex.ru;
№ 0124300022121000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000010;Определение поставщика завершено;Выполнение работ по содержанию (устройству) ледовых переправ;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";18.01.2021;120 381,36 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300022121000010;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Кокорин Д. Н.;;120 381,36;26.04.2021;08.02.2021;Да;164605, Архангельская область, Пинежский район, д.Кушкопала, ул. Октябрьская, д. 20;7-921-6000041kokorinlev@mail.ru;
№ 0124300022121000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000009;Определение поставщика завершено;Выполнение работ по содержанию (устройству) ледовых переправ;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";17.01.2021;132 362,32 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300022121000009;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Кокорин Д. Н.;;132 362,32;26.04.2021;08.02.2021;Да;164605, Архангельская область, Пинежский район, д.Кушкопала, ул. Октябрьская, д. 20;7-921-6000041kokorinlev@mail.ru;
