№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0156600010121000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000024;Определение поставщика завершено;"РЕМОНТ АВТОМОБИЛЬНОЙДОРОГИ""ГОРНОЗАВОДСК - КУСЬЕ-АЛЕКСАНДРОВСКИЙ"" КМ 008+942 - КМ 009+677";АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;8 510 333,33 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000024;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000006;5904136212;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КОМОС""";8 042 264,96;23.03.2021 11:35 (МСК+2);;31.12.2021;23.03.2021;614000, г. Пермь, ул. Ленина, 10-16;83422072055oookomos@mail.ru;
№ 32110000978;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110000978;Закупка завершена;Оказание услуг по физической охране в отношении МАОУ «Городдорог» г.Пермипо адресу: г.Пермь, ул. Дружбы, 18;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГОРОДДОРОГ"" ГОРОДАПЕРМИ";17.02.2021;963 600,00 ;;;;;;;;;;;;;;
№ 0156600015521000032;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000032;Определение поставщика завершено;Ремонт участков автомобильныхдорог: с.Енапаево ул.Иреньская, д. ...;АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;19 931 212,20 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015521000032;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";;;;;;;;;;;;
№ 0156600026721000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000012;Определение поставщика завершено;"Ремонт автомобильнойдороги""Березовка - Тулумбасы"" - Таз Русский км 006+300 - км 006+800";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;1 017 676,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000012;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000010;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КИНШОВ АНДРЕЙ НИКОЛАЕВИЧ;753 074,00;16.03.2021 15:01 (МСК+2);;31.12.2021;16.03.2021;426011, Удмуртская Республика, г. Ижевск, ул. Карла Маркса,д.455, кв.1;89922042455kinhov2020@mail.ru;
№ 0156600026721000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000011;Определение поставщика отменено;"Ремонт автомобильнойдороги""Кунгур-Соликамск""-Поздянка (уч.Перебор - Поздянка) км 016+800 - км 018+210";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;2 378 905,16 ;;;;;;;;;;;;;;
№ 32109998074;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109998074;Закупка завершена;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 392/ОАЭ-ДЖВ/21 на право заключения договора оказания услуг помощи и сопровождения маломобильным пассажирам на вокзалах (Екатеринбург, Тюмень,Пермь-2, Сургут, Пыть-Ях);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";16.02.2021;9 312 239,40 ;;;;;;;;;;;;;;
№ 0156600010121000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000022;Определение поставщика завершено;"РЕМОНТ АВТОМОБИЛЬНЫХДОРОГ: ПО УЛ. СЕЛЕТОВА ОТ АВТОМОБИЛЬНОГО МОСТА ЧЕРЕЗ Р. КУСЬЯ ДО УЛ. СОВЕТСКАЯ, ""КУСЬЕ-АЛЕКСАНДРОВСКИЙ-ПОДХОЗ"" КМ 000+000 - КМ 001+037";АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;16.02.2021;5 796 470,40 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000022;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000005;5906160813;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНСДОРСТРОЙ""";4 834 736,54;24.03.2021 14:14 (МСК+2);;31.12.2021;24.03.2021;614014, г Пермь, ул Уинская, д 29, кв 151;83422885456ADS-GR@YANDEX.RU;
№ 0156600010121000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000021;Определение поставщика завершено;РЕМОНТ АВТОМОБИЛЬНОЙДОРОГИПО УЛ. ОКТЯБРЬСКАЯ ОТ УЛ. ТРАССОВСКАЯ ДО УЛ. СОВЕТСКАЯ В Р.П. САРАНЫ;АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;16.02.2021;1 694 824,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000021;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000012;Да;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;ЗЫКОВ МАКСИМ ВАЛЕРЬЕВИЧ;1 202 824,32;24.03.2021 14:26 (МСК+2);;31.12.2021;24.03.2021;614097, г Пермь, ул Куфонина, д 18, кв 53;89028331780zmv2004@yandex.ru;
№ 0156600026721000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000010;Определение поставщика завершено;Ремонт автомобильнойдорогиРыжково-Иссиняево км 000+000 - км 001+500;УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;16.02.2021;1 409 098,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000010;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000011;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КИНШОВ АНДРЕЙ НИКОЛАЕВИЧ;852 126,00;17.03.2021 11:09 (МСК+2);;31.12.2021;17.03.2021;426011, Удмуртская Республика, г. Ижевск, ул. Карла Маркса,д.455, кв.1;89922042455kinhov2020@mail.ru;
№ 0156600026721000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000009;Определение поставщика завершено;"Ремонт автомобильнойдороги""Проносное - Вилисово"" км 000+000 - км 003+000";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;16.02.2021;3 482 801,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000009;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000009;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;БИЛЕТОВ ВЛАДИМИР ВЛАДИСЛАВОВИЧ;1 791 026,00;16.03.2021 14:07 (МСК+2);;31.12.2021;16.03.2021;617475, Пермский край, г Кунгур, ул Полетаевская, д 13, кв 1;89082657855biletov.v..v@mail.ru;
№ 0156600035321000054;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600035321000054;Определение поставщика завершено;Ремонт автомобильнойдорогиКудымкар – Ошиб (ремонт участков асфальтобетонного покрытия );АДМИНИСТРАЦИЯ КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;16.02.2021;25 189 111,11 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600035321000054;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3810701019721000015;5903956131;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА КУДЫМКАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК""";18 748 108,88;15.03.2021 15:06 (МСК+2);;26.08.2021;15.03.2021;614014, г Пермь, ул Восстания, д 17 к а;3422068227ooo5903956131@gmail.com;
№ 0856600005021000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600005021000012;Определение поставщика завершено;Ремонтавтодороги: подъезд к д.Отопково протяженностью 2,430 км;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА""";15.02.2021;2 633 292,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600005021000012;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100798021000011;8104001476;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОДОРСТРОЙ""";2 620 125,54;23.03.2021 14:02 (МСК+2);;21.10.2021;23.03.2021;614000, г Пермь, ул Николая Островского, д 29, кв 51;83422375337agrodorkochevo@mail.ru;
№ 0856600005021000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600005021000011;Определение поставщика завершено;Ремонтавтодороги: подъезд к д. Уржа на участках км 000+000 - км 000+350, км 001+000 - км 001+500, км 002+880 - км 003+340;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА""";15.02.2021;1 921 555,20 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600005021000011;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100798021000013;Да;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;БЕГУНОВ ЕВГЕНИЙ АНАТОЛЬЕВИЧ;1 911 000,00;24.03.2021 9:41 (МСК+2);;21.10.2021;24.03.2021;614015, г.Пермь, ул.Окулова 37, кв.36;89028328142begunovea@mail.ru;
№ 0856600005021000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600005021000010;Определение поставщика отменено;РемонтавтодорогиКочево - Мараты км 015+100  - км 016+160, км 024+180 - км 026+660, км 032+600 - км 033+730, км 036+220 - км 037+220, км 044+500 - км 045+745;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА""";15.02.2021;10 550 900,00 ;;;;;;;;;;;;;;
№ 0856300000221000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856300000221000002;Определение поставщика завершено;Администрирование и информационное сопровождение системы внесения платежей за использование на платной основе парковок (парковочных мест), расположенных на автомобильныхдорогахобщего пользования местного значения городаПерми;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПЕРМСКАЯДИРЕКЦИЯ ДОРОЖНОГО ДВИЖЕНИЯ""";15.02.2021;4 971 206,48 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856300000221000002;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПЕРМСКАЯ ДИРЕКЦИЯ ДОРОЖНОГО ДВИЖЕНИЯ""";№3590610723121000004;5905063214;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПЕРМСКАЯ ДИРЕКЦИЯ ДОРОЖНОГО ДВИЖЕНИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРИНТАЛ""";4 322 180,87;22.03.2021 13:35 (МСК+2);№3590610723121000006;31.12.2021;01.04.2021;191002, ГОРОД САНКТ-ПЕТЕРБУРГ, УЛИЦА ДОСТОЕВСКОГО, 15;83422355130pospelova-os@ural.rt.ru;
№ 0856600010821000063;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000063;Определение поставщика завершено;Ремонт участков автомобильнойдорогипо ул. Ленина протяженностью 0,850 км в п. Кукуштан Кукуштанского сельского поселения;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";15.02.2021;9 266 140,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000063;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000021;5905048858;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРМДОР""";8 756 502,30;26.03.2021 10:23 (МСК+2);;31.12.2021;26.03.2021;614012, г Пермь, ул Советской Армии, д 72/2, оф 9;79048419983permdor@inbox.ru;
